title,budget,revenue,runtime,genres,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,release__year,production_company,genre1,genre2,genre3
Friends with Money,6500000,13400000,88,"['Comedy', 'Drama', 'Romance']",2.7747,5.1,582,False,Nicole Holofcener,Jennifer Aniston,6900000,0.5149253731343284,2006,This is that,Comedy,Drama,Romance
Stop-Loss,25000000,11207130,113,"['Drama', 'War']",2.7737,6.127,256,False,Kimberly Peirce,Ryan Phillippe,-13792870,-1.2307227630981348,2008,MTV Films,Drama,War,
SuperFly,16000000,20545116,107,"['Action', 'Crime']",2.7711,6.738,384,False,Director X.,Trevor Jackson,4545116,0.22122610551334926,2018,Columbia Pictures,Action,Crime,
Two Night Stand,1645000,868081,86,"['Romance', 'Comedy']",2.77,6.413,1860,False,Max Nichols,Lio Tipton,-776919,-0.8949844542156781,2014,Demarest Films,Romance,Comedy,
For Your Consideration,12000000,5542025,86,['Comedy'],2.77,5.793,167,False,Christopher Guest,Catherine O'Hara,-6457975,-1.1652735236668907,2006,Warner Independent Pictures,Comedy,,
Sound of Hope: The Story of Possum Trot,8500000,11721425,130,['Drama'],2.7699,6.659,44,False,Joshua Weigel,Demetrius Grosse,3221425,0.2748321983035339,2024,Peacetree Productions,Drama,,
Two for the Money,35000000,30526509,122,"['Comedy', 'Crime', 'Drama', 'Thriller']",2.7699,6.044,668,False,D.J. Caruso,Al Pacino,-4473491,-0.14654446730217333,2005,Morgan Creek Entertainment,Comedy,Crime,Drama
Bonhoeffer: Pastor. Spy. Assassin,25000000,12165702,132,"['History', 'Drama', 'War']",2.769,6.8,44,False,Todd Komarnicki,Jonas Dassler,-12834298,-1.054957453338903,2024,Crow's Nest Productions,History,Drama,War
A Guy Thing,20000000,17400000,101,"['Comedy', 'Romance']",2.7672,5.876,355,False,Chris Koch,Jason Lee,-2600000,-0.14942528735632185,2003,David Ladd Films,Comedy,Romance,
Bigfoot Family,17520000,10855626,97,"['Animation', 'Adventure', 'Family']",2.7668,7.1,207,True,Jérémie Degruson,Jules Medcraft,-6664374,-0.6139096906986294,2020,nWave Pictures,Animation,Adventure,Family
The Sea of Trees,15000000,909000,110,['Drama'],2.7649,6.2,514,False,Gus Van Sant,Matthew McConaughey,-14091000,-15.501650165016502,2016,Waypoint Entertainment,Drama,,
"For a Good Time, Call...",850000,1243961,87,"['Comedy', 'Drama']",2.7645,5.862,308,False,Jamie Travis,Ari Graynor,393961,0.3166988354136504,2012,AdScott Pictures,Comedy,Drama,
The Prince,18000000,1289595,93,"['Thriller', 'Action']",2.7634,4.901,495,False,Brian A. Miller,Bruce Willis,-16710405,-12.957870494224931,2014,EFO Films,Thriller,Action,
Proof,20000000,7535331,101,"['Drama', 'Mystery']",2.7633,6.3,690,False,John Madden,Gwyneth Paltrow,-12464669,-1.6541634335638342,2005,Miramax,Drama,Mystery,
Super,2500000,1185012,96,"['Comedy', 'Action', 'Drama']",2.7632,6.541,1619,False,James Gunn,Rainn Wilson,-1314988,-1.10968327746892,2010,This is that,Comedy,Action,Drama
The Hitcher,10000000,25400000,84,"['Crime', 'Horror', 'Thriller']",2.7616,5.9,944,False,Dave Meyers,Sean Bean,15400000,0.6062992125984252,2007,Intrepid Pictures,Crime,Horror,Thriller
The American,20000000,67900000,104,"['Crime', 'Drama', 'Thriller']",2.7611,5.97,1390,False,Anton Corbijn,George Clooney,47900000,0.7054491899852725,2010,Twins Financing,Crime,Drama,Thriller
Valhalla Rising,5650000,31000,93,"['Adventure', 'Drama', 'Action', 'Fantasy']",2.7604,6.089,1230,False,Nicolas Winding Refn,Mads Mikkelsen,-5619000,-181.25806451612902,2009,BBC Film,Adventure,Drama,Action
Twist,2000000,510466,92,"['Crime', 'Drama', 'Action']",2.7593,5.828,186,False,Martin Owen,Raff Law,-1489534,-2.917988661340814,2021,Unstoppable Film and Television,Crime,Drama,Action
Reign of Chaos,10000,100,77,"['Action', 'Horror', 'Fantasy']",2.7584,5.5,42,False,Becca Hirani,Rebecca Finch,-9900,-99.0,2022,Proportion Productions,Action,Horror,Fantasy
MacGruber,10000000,9322895,90,"['Action', 'Comedy']",2.7558,5.4,566,False,Jorma Taccone,Will Forte,-677105,-0.07262819113590789,2010,Universal Studios,Action,Comedy,
Siberia,2000000,2006704,105,"['Crime', 'Romance', 'Thriller']",2.7557,4.713,583,False,Matthew Ross,Keanu Reeves,6704,0.0033408016329264305,2018,Buffalo Gal Pictures,Crime,Romance,Thriller
The Runaways,10000000,2995811,106,"['Music', 'Drama', 'History']",2.7552,6.452,799,False,Floria Sigismondi,Kristen Stewart,-7004189,-2.3379942860213814,2010,Linson Entertainment,Music,Drama,History
The Life of David Gale,50000000,38955598,130,"['Drama', 'Thriller', 'Crime']",2.7549,7.4,2067,False,Alan Parker,Kevin Spacey,-11044402,-0.28351257757614196,2003,Mikona Productions,Drama,Thriller,Crime
The Pink Panther 2,70000000,75871032,92,"['Comedy', 'Mystery']",2.754,5.7,1151,True,Harald Zwart,Steve Martin,5871032,0.07738173378213703,2009,Metro-Goldwyn-Mayer,Comedy,Mystery,
Premonition,20000000,84297309,96,"['Thriller', 'Drama', 'Mystery']",2.7517,6.293,1593,False,Mennan Yapo,Sandra Bullock,64297309,0.7627445023185734,2007,TriStar Pictures,Thriller,Drama,Mystery
Unknown,3700000,3419456,85,"['Thriller', 'Mystery', 'Adventure', 'Crime']",2.7517,6.229,430,False,Simón Brand,Jim Caviezel,-280544,-0.08204345954444216,2006,Rick Lashbrook Films,Thriller,Mystery,Adventure
Equals,16000000,2084628,102,"['Drama', 'Romance', 'Science Fiction']",2.7496,6.119,1390,False,Drake Doremus,Nicholas Hoult,-13915372,-6.675230304879336,2015,Infinite Studios,Drama,Romance,Science Fiction
The Lady in the Van,6000000,41387687,104,"['Comedy', 'Drama']",2.7489,6.415,761,False,Nicholas Hytner,Maggie Smith,35387687,0.8550293472548973,2015,BBC Film,Comedy,Drama,
Free Fire,7000000,3719383,90,"['Action', 'Crime', 'Mystery']",2.7482,6.255,1155,False,Ben Wheatley,Cillian Murphy,-3280617,-0.8820325844367197,2017,Rook Films,Action,Crime,Mystery
Rabbit-Proof Fence,6000000,16200000,94,"['Adventure', 'Drama', 'History']",2.7481,6.959,362,False,Phillip Noyce,Everlyn Sampi,10200000,0.6296296296296297,2002,Rumbalara Films,Adventure,Drama,History
Winter's Tale,60000000,30800231,118,"['Drama', 'Fantasy', 'Mystery', 'Romance']",2.7459,6.271,1354,False,Akiva Goldsman,Colin Farrell,-29199769,-0.9480373377719148,2014,Weed Road Pictures,Drama,Fantasy,Mystery
Dragonball Evolution,30000000,58228460,85,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']",2.7457,2.903,2090,False,James Wong,Justin Chatwin,28228460,0.48478802290151585,2009,World Film Magic,Action,Adventure,Fantasy
Two Can Play That Game,13000000,22390000,90,"['Comedy', 'Romance']",2.7446,6.472,86,True,Mark Brown,Vivica A. Fox,9390000,0.41938365341670386,2001,Screen Gems,Comedy,Romance,
Blindness,25000000,19844979,121,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",2.7422,6.515,1294,False,Fernando Meirelles,Julianne Moore,-5155021,-0.25976449760919373,2008,Alliance Films,Drama,Mystery,Science Fiction
Deliver Us from Evil,30000000,87937815,118,"['Thriller', 'Crime', 'Horror']",2.7411,6.3,2095,False,Scott Derrickson,Eric Bana,57937815,0.6588498361029325,2014,LStar Capital,Thriller,Crime,Horror
3 Days to Kill,28000000,53260230,113,"['Action', 'Drama', 'Thriller']",2.7391,6.098,2196,False,McG,Kevin Costner,25260230,0.47427940134693375,2014,Wonderland Sound and Vision,Action,Drama,Thriller
Book Club,10000000,78720293,104,"['Romance', 'Comedy', 'Drama']",2.7383,6.236,796,True,Bill Holderman,Diane Keaton,68720293,0.8729679524947906,2018,June Pictures,Romance,Comedy,Drama
The Libertine,11000000,10900000,114,"['Drama', 'Romance']",2.737,5.919,459,False,Laurence Dunmore,Johnny Depp,-100000,-0.009174311926605505,2004,First Choice Films,Drama,Romance,
The Other Woman,30000000,1451343,98,['Drama'],2.7342,6.219,395,False,Don Roos,Natalie Portman,-28548657,-19.670510003493316,2010,Handsomecharlie Films,Drama,,
Daddy Day Care,60000000,164433867,92,"['Comedy', 'Family']",2.7329,5.901,2150,True,Steve Carr,Eddie Murphy,104433867,0.6351116646791503,2003,Revolution Studios,Comedy,Family,
The King's Daughter,40500000,2200000,94,"['Fantasy', 'Adventure', 'Family']",2.7323,7.1,684,False,Sean McNamara,Pierce Brosnan,-38300000,-17.40909090909091,2022,Firstep,Fantasy,Adventure,Family
Snowtown,2000000,1349387,120,"['Crime', 'Drama']",2.7291,6.275,316,False,Justin Kurzel,Lucas Pittaway,-650613,-0.48215448940889455,2011,Screen Australia,Crime,Drama,
Sorority Row,12500000,27200000,101,"['Horror', 'Mystery']",2.7285,5.5,579,True,Stewart Hendler,Briana Evigan,14700000,0.5404411764705882,2009,Karz Entertainment,Horror,Mystery,
Letters from Iwo Jima,19000000,68673228,141,"['Action', 'Drama', 'War']",2.7275,7.474,2109,True,Clint Eastwood,Ken Watanabe,49673228,0.7233274078801131,2006,Warner Bros. Pictures,Action,Drama,War
Pandorum,33000000,20648328,108,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",2.7269,6.6,2452,False,Christian Alvart,Ben Foster,-12351672,-0.5981923572697992,2009,Impact Pictures,Action,Horror,Mystery
Fame,18000000,77211836,107,"['Music', 'Comedy', 'Drama', 'Romance']",2.7268,5.698,367,False,Kevin Tancharoen,Kay Panabaker,59211836,0.7668751200269347,2009,Lakeshore Entertainment,Music,Comedy,Drama
The Debt,20000000,45636368,113,"['Drama', 'Thriller']",2.7263,6.568,908,False,John Madden,Helen Mirren,25636368,0.5617530299519016,2010,Pioneer Pictures,Drama,Thriller,
Human Nature,6000000,1600000,96,"['Drama', 'Comedy']",2.726,6.0,267,False,Michel Gondry,Tim Robbins,-4400000,-2.75,2001,StudioCanal,Drama,Comedy,
Hope Springs,30000000,114281051,100,"['Drama', 'Comedy', 'Romance']",2.7237,6.3,786,False,David Frankel,Meryl Streep,84281051,0.7374892885785589,2012,Columbia Pictures,Drama,Comedy,Romance
The Butler,25000000,177313795,132,['Drama'],2.7225,7.333,2922,False,Lee Daniels,Forest Whitaker,152313795,0.8590070219860784,2013,Follow Through Productions,Drama,,
A Journal for Jordan,25000000,6700000,131,"['Drama', 'Romance']",2.7197,7.0,119,False,Denzel Washington,Michael B. Jordan,-18300000,-2.7313432835820897,2021,Outlier Society,Drama,Romance,
Blue Jasmine,18000000,99104804,99,['Drama'],2.7191,7.0,3491,False,Woody Allen,Cate Blanchett,81104804,0.8183740921378544,2013,Gravier Productions,Drama,,
Operation Finale,24000000,17506878,124,"['Drama', 'History', 'Thriller']",2.718,6.702,1019,False,Chris Weitz,Oscar Isaac,-6493122,-0.3708897725796684,2018,Automatik Entertainment,Drama,History,Thriller
House at the End of the Street,6900000,44287131,101,"['Horror', 'Thriller']",2.7178,5.794,1818,False,Mark Tonderai,Jennifer Lawrence,37387131,0.8441985325262998,2012,A Bigger Boat,Horror,Thriller,
Catch That Kid,18000000,16951702,92,"['Family', 'Action', 'Adventure']",2.7177,5.57,305,False,Bart Freundlich,Kristen Stewart,-1048298,-0.0618402801087466,2004,Fox 2000 Pictures,Family,Action,Adventure
Trance,20000000,24300000,101,"['Thriller', 'Crime', 'Drama', 'Mystery']",2.7176,6.622,2220,False,Danny Boyle,James McAvoy,4300000,0.17695473251028807,2013,Pathé,Thriller,Crime,Drama
American Fiction,16000000,22483370,117,"['Comedy', 'Drama']",2.7154,7.319,1117,False,Cord Jefferson,Jeffrey Wright,6483370,0.2883629100085975,2023,MRC,Comedy,Drama,
Agora,70000000,39457342,127,"['Adventure', 'Drama', 'History']",2.7141,7.0,1462,False,Alejandro Amenábar,Rachel Weisz,-30542658,-0.7740678021342644,2009,Mod Producciones,Adventure,Drama,History
Rage,15000000,2424381,98,"['Action', 'Crime', 'Thriller']",2.7135,5.285,764,False,Paco Cabezas,Nicolas Cage,-12575619,-5.187146327248069,2014,Vocal Yokels,Action,Crime,Thriller
The Rookie,20000000,75597042,127,"['Drama', 'Family']",2.7133,6.78,455,False,John Lee Hancock,Dennis Quaid,55597042,0.7354393839907122,2002,Walt Disney Pictures,Drama,Family,
Bedtime Stories,80000000,212874864,99,"['Fantasy', 'Comedy', 'Family', 'Romance']",2.7129,6.154,2864,False,Adam Shankman,Adam Sandler,132874864,0.624192361198643,2008,Walt Disney Pictures,Fantasy,Comedy,Family
In the Loop,1100000,6200000,106,['Comedy'],2.7124,7.006,706,False,Armando Iannucci,Peter Capaldi,5100000,0.8225806451612904,2009,Aramid Entertainment,Comedy,,
Secret Window,40000000,92900000,96,"['Mystery', 'Thriller']",2.7121,6.564,3709,False,David Koepp,Johnny Depp,52900000,0.5694294940796556,2004,Pariah,Mystery,Thriller,
Welcome to Mooseport,30000000,14000000,110,['Comedy'],2.7103,5.1,174,False,Donald Petrie,Gene Hackman,-16000000,-1.1428571428571428,2004,Intermedia Films,Comedy,,
Charlie Wilson's War,75000000,119483446,102,"['Comedy', 'Drama', 'History']",2.7102,6.5,1535,False,Mike Nichols,Tom Hanks,44483446,0.3722979834378061,2007,Universal Pictures,Comedy,Drama,History
The End We Start From,10000000,604830,101,"['Drama', 'Mystery', 'Thriller']",2.7098,5.709,103,False,Mahalia Belo,Jodie Comer,-9395170,-15.533571416761735,2023,SunnyMarch,Drama,Mystery,Thriller
The Beaver,21000000,970816,91,['Drama'],2.7091,6.376,874,False,Jodie Foster,Mel Gibson,-20029184,-20.631287494231657,2011,Anonymous Content,Drama,,
Rumor Has It...,70000000,88900000,97,"['Comedy', 'Romance']",2.7021,5.659,1176,False,Rob Reiner,Jennifer Aniston,18900000,0.2125984251968504,2005,Village Roadshow Pictures,Comedy,Romance,
The Devil's Rejects,7000000,20901859,111,"['Drama', 'Horror', 'Crime']",2.7002,6.8,1454,True,Rob Zombie,Sid Haig,13901859,0.6651015586699729,2005,Cinerenta,Drama,Horror,Crime
Hollywood Ending,16000000,14569236,112,"['Comedy', 'Drama']",2.6989,6.5,506,False,Woody Allen,Woody Allen,-1430764,-0.09820446315784849,2002,DreamWorks Pictures,Comedy,Drama,
Grind,6000000,5141166,104,"['Action', 'Comedy', 'Adventure']",2.6951,5.906,144,False,Casey La Scala,Mike Vogel,-858834,-0.16705043175030723,2003,Pandora Cinema,Action,Comedy,Adventure
Capone,20600000,858281,103,"['Crime', 'Drama']",2.6909,5.019,396,False,Josh Trank,Tom Hardy,-19741719,-23.001463390195052,2020,Bron Studios,Crime,Drama,
The Man with the Iron Fists,15000000,20546518,96,['Action'],2.6909,5.52,1140,True,RZA,RZA,5546518,0.2699492926246676,2012,Arcade Pictures,Action,,
Dear John,25000000,114977104,108,"['Drama', 'Romance', 'War']",2.6902,6.8,4184,False,Lasse Hallström,Amanda Seyfried,89977104,0.7825654053697508,2010,Screen Gems,Drama,Romance,War
Zoolander 2,50000000,56722693,100,"['Comedy', 'Adventure', 'Action']",2.688,4.925,2270,True,Ben Stiller,Ben Stiller,6722693,0.11851857950397383,2016,Paramount Pictures,Comedy,Adventure,Action
Joe,4000000,2431443,118,['Drama'],2.6855,6.5,957,False,David Gordon Green,Nicolas Cage,-1568557,-0.6451136218286836,2014,Rough House Pictures,Drama,,
The Nanny Diaries,20000000,47817020,106,"['Comedy', 'Drama', 'Romance']",2.6855,6.4,1164,False,Shari Springer Berman,Scarlett Johansson,27817020,0.5817388871159265,2007,The Weinstein Company,Comedy,Drama,Romance
Jesus Revolution,15000000,52300000,120,"['Drama', 'History']",2.6854,6.636,143,False,Brent McCorkle,Joel Courtney,37300000,0.7131931166347992,2023,Lionsgate,Drama,History,
Belle,10900000,16500000,105,['Drama'],2.6851,7.1,688,False,Amma Asante,Gugu Mbatha-Raw,5600000,0.3393939393939394,2013,Pinewood Studios,Drama,,
Now Is Good,4500000,2700000,103,"['Drama', 'Romance']",2.6831,7.317,1085,False,Ol Parker,Dakota Fanning,-1800000,-0.6666666666666666,2012,Goldcrest,Drama,Romance,
Slender Man,10000000,11817275,93,"['Horror', 'Mystery', 'Thriller']",2.683,4.29,2050,False,Sylvain White,Javier Botet,1817275,0.15378122282844395,2018,Madhouse Entertainment,Horror,Mystery,Thriller
Drumline,20000000,57600000,118,"['Drama', 'Romance', 'Comedy', 'Music']",2.6816,6.854,522,True,Charles Stone III,Nick Cannon,37600000,0.6527777777777778,2002,Fox 2000 Pictures,Drama,Romance,Comedy
Frequency,31000000,68106245,118,"['Science Fiction', 'Thriller']",2.6804,7.3,1844,False,Gregory Hoblit,Dennis Quaid,37106245,0.5448288185613522,2000,New Line Cinema,Science Fiction,Thriller,
The Belko Experiment,5000000,10166820,89,"['Horror', 'Thriller']",2.679,6.149,1524,False,Greg McLean,John Gallagher Jr.,5166820,0.5082041385605331,2016,Orion Pictures,Horror,Thriller,
After the Sunset,60000000,61300000,97,"['Action', 'Comedy', 'Crime', 'Drama']",2.6788,6.2,783,False,Brett Ratner,Pierce Brosnan,1300000,0.021207177814029365,2004,New Line Cinema,Action,Comedy,Crime
Miss Bala,15000000,15200000,104,['Action'],2.6787,6.353,555,False,Catherine Hardwicke,Gina Rodriguez,200000,0.013157894736842105,2019,Columbia Pictures,Action,,
Be Kind Rewind,20000000,30600000,102,"['Drama', 'Comedy']",2.6779,6.306,1383,False,Michel Gondry,Jack Black,10600000,0.3464052287581699,2008,Partizan Films,Drama,Comedy,
Tesla,5000000,459051,102,"['History', 'Drama']",2.6759,5.838,339,False,Michael Almereyda,Ethan Hawke,-4540949,-9.892035961145929,2020,Campbell Grobman Films,History,Drama,
For Colored Girls,21000000,38000000,134,['Drama'],2.6757,6.703,79,False,Tyler Perry,Kimberly Elise,17000000,0.4473684210526316,2010,Lionsgate,Drama,,
Swiss Army Man,3000000,5800000,97,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",2.6736,6.928,3589,False,Daniel Kwan,Paul Dano,2800000,0.4827586206896552,2016,BlackBird,Comedy,Drama,Romance
Dream House,50000000,39984400,84,"['Mystery', 'Drama', 'Thriller']",2.6724,6.19,1374,False,Jim Sheridan,Daniel Craig,-10015600,-0.25048769019917766,2011,Cliffjack Motion Pictures,Mystery,Drama,Thriller
Machine Gun Preacher,30000000,2527904,129,"['Action', 'Thriller', 'Crime']",2.6715,6.721,1073,False,Marc Forster,Gerard Butler,-27472096,-10.867539273643303,2011,Virgin Produced,Action,Thriller,Crime
Sex and Death 101,5,1,117,"['Comedy', 'Romance', 'Drama']",2.6706,6.17,286,False,Daniel Waters,Simon Baker,-4,-4.0,2007,Avenue Pictures,Comedy,Romance,Drama
Wolf Creek 2,8000000,9630444,106,"['Horror', 'Thriller']",2.6699,6.423,668,True,Greg McLean,John Jarratt,1630444,0.1693010208044406,2013,True Crime Australia,Horror,Thriller,
Jobs,12000000,42100000,129,"['Drama', 'History']",2.6695,6.123,2485,False,Joshua Michael Stern,Ashton Kutcher,30100000,0.7149643705463183,2013,Open Road Films,Drama,History,
Where the Wild Things Are,100000000,100140916,101,"['Fantasy', 'Drama', 'Adventure']",2.669,6.5,1886,False,Spike Jonze,Max Records,140916,0.0014071770623707896,2009,Warner Bros. Pictures,Fantasy,Drama,Adventure
Our Idiot Brother,5000000,24816118,90,"['Comedy', 'Drama']",2.6643,6.15,986,False,Jesse Peretz,Paul Rudd,19816118,0.7985180437971805,2011,Big Beach,Comedy,Drama,
Get Him to the Greek,40000000,90029656,109,"['Adventure', 'Comedy', 'Music']",2.6643,6.0,1811,False,Nicholas Stoller,Jonah Hill,50029656,0.5557019566974687,2010,Apatow Productions,Adventure,Comedy,Music
The Big Bounce,50000000,6808550,88,"['Comedy', 'Crime']",2.6586,4.958,253,False,George Armitage,Owen Wilson,-43191450,-6.34370754419076,2004,Shangri-La Entertainment,Comedy,Crime,
Nancy Drew,20000000,30715465,99,"['Family', 'Adventure', 'Crime', 'Mystery', 'Comedy']",2.6579,6.088,516,False,Andrew Fleming,Emma Roberts,10715465,0.34886220996491507,2007,Jerry Weintraub Productions,Family,Adventure,Crime
The Man Who Killed Don Quixote,19116000,2433457,133,"['Adventure', 'Comedy']",2.6573,6.75,1030,False,Terry Gilliam,Adam Driver,-16682543,-6.855491179831819,2018,Alacran Pictures,Adventure,Comedy,
Anomalisa,8000000,5700000,91,"['Animation', 'Drama', 'Romance', 'Comedy']",2.6571,7.1,1735,False,Duke Johnson,David Thewlis,-2300000,-0.40350877192982454,2015,Starburns Industries,Animation,Drama,Romance
Control,5000000,8200000,121,['Drama'],2.6548,7.526,868,False,Anton Corbijn,Sam Riley,3200000,0.3902439024390244,2007,Becker International,Drama,,
Precious Cargo,10500000,567064,99,"['Action', 'Crime', 'Thriller']",2.6533,5.086,290,False,Max Adams,Bruce Willis,-9932936,-17.51642848073586,2016,Mann Made Films,Action,Crime,Thriller
Universal Soldier: Regeneration,14000000,844447,97,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",2.6533,5.619,477,True,John Hyams,Jean-Claude Van Damme,-13155553,-15.578897195442698,2009,Foresight Unlimited,Adventure,Action,Science Fiction
Justin Bieber: Never Say Never,13000000,99036827,105,"['Music', 'Documentary', 'Family']",2.6531,5.163,415,False,Jon M. Chu,Justin Bieber,86036827,0.8687356976814291,2011,Insurge Pictures,Music,Documentary,Family
